BatchID,CropType,FarmLocation,SoilMoisture_%,Temperature_C,Rainfall_mm,Fertilizer_kg_per_ha,Yield_tonnes_per_ha,PestRiskScore,HarvestRobotUptime_%,HarvestDate,StorageTemperature_C,Humidity_%,SpoilageRate_%,GradingScore,PredictedShelfLife_days,StorageDays,ProcessType,PackagingType,PackagingSpeed_units_per_min,DefectRate_%,MachineryUptime_%,TransportMode,TransportDistance_km,FuelUsage_L_per_100km,DeliveryTime_hr,DeliveryDelayFlag,SpoilageInTransit_%,RetailInventory_units,SalesVelocity_units_per_day,DynamicPricingIndex,WastePercentage_%,HouseholdWaste_kg,RecipeRecommendationAccuracy_%,SatisfactionScore_0_10,WasteType,SegregationAccuracy_%,UpcyclingRate_%,BiogasOutput_m3
FarmC_B_00001,tomato,FarmC_Field1,55.297273000086946,18.526596792206508,155.34506145674086,74.00377162633339,4.305003407916953,98.59807742479693,78.00255822998967,2025-01-23,7.1660572841432995,81.23966397032046,12.76415960122969,B,25.637335333681893,7.0840628125942,Canning,Glass,110.36764241906633,5.81401435109415,89.87960371620174,Train,1969.8250705814796,15.039391927209701,11.665408221288667,0,2.0831965358002846,1345.894425558568,172.8432039727677,0.8145718564214305,13.063240476401445,4.834216313252103,93.85753966047358,5.655793952778435,Organic,98.47726144156945,75.3907336155794,17.539007015522333
FarmC_B_00002,lettuce,FarmC_Field2,67.54809958168269,32.003509109382364,124.19337283624637,173.17414455474886,4.925113188291311,58.032006777376495,80.45390328681569,2025-10-18,5.838066490660436,75.84624601083276,12.399855399661238,B,24.020297703331938,14.809644795045916,Drying,Aluminum,96.06162787228752,5.852225738316496,73.10247982324772,Truck,363.25829478298573,24.07517313440293,60.240329975357916,1,7.7492229020364665,1175.3182181612433,77.03489683665809,1.4051233036547672,10.532260813938843,1.493271750793694,85.4274673758573,6.9681742816765615,Packaging,92.78158390998942,59.16467928998347,63.330162614501276
FarmC_B_00003,rice,FarmC_Field3,59.48478370963924,18.266633351533446,67.6954985727952,172.9690616689111,4.174689086962163,88.42119690664317,82.67337051859253,2025-11-28,7.685309880374148,73.40283909822094,10.277195133955265,A,21.631936078875427,7.864004691595377,Drying,Aluminum,368.01399732926006,7.1703246131359535,86.6578378588762,Ship,705.7415341462621,40.283916605689015,38.52195072237205,0,7.0595865934503985,6591.908595482007,273.7038024933235,0.8407583712468363,8.193453132755556,1.2272936779810846,85.54691576184648,5.2305504660455115,Mixed,97.69313892331027,15.321515843239055,59.66657221729221
FarmC_B_00004,potato,FarmC_Field1,59.7942204025905,31.166908833492105,8.974195777731552,193.68199262684195,3.0246283457490706,93.0061268113318,81.59677347048535,2025-06-10,6.60526215029277,88.4755111018787,26.188251499353157,B,28.04260976064578,19.346616855046815,Drying,Glass,332.58891745162816,8.44122259969717,82.78440874521351,Truck,1017.3967411567552,19.553911501476165,66.15874773091183,0,13.260497981556018,1030.735858715848,177.28748411155945,0.6965039028554658,18.787964251379453,3.764560551525795,76.27822066334869,6.632535081473357,Packaging,87.3941574036952,58.181365996196185,21.80723492827704
FarmC_B_00005,lettuce,FarmC_Field2,34.355423811617634,27.351276271612868,53.046456091325325,191.0751420354583,5.235827909245133,40.3741810915219,84.27701930234153,2025-03-29,2.369032711163092,89.97223802362431,24.873489559159943,C,27.039504330851862,19.82490444020602,Drying,Aluminum,128.38570641004748,6.717910886735996,79.03844610261908,Train,1075.5290217565114,45.63352654025512,33.48249454892546,0,12.032012429727022,7896.92358859927,250.03165803592927,0.7809118437807469,12.351410265883164,4.92342754053441,90.76240386423243,5.999318856069142,Mixed,90.47221910566938,10.527951987489143,17.736073708736733
FarmC_B_00006,lettuce,FarmC_Field3,49.74541090398878,23.048272836769684,1.5034116841877054,217.3407836536431,3.270681320228346,57.94143039879884,72.08357862245602,2025-05-23,3.775148256477138,85.45507461486639,14.013871284253355,A,10.46567879847682,12.753024363739948,Canning,Aluminum,227.72620296847853,9.390768767933908,70.18286453713888,Air,1002.3772274646332,39.44227951598177,44.81336052610721,0,4.5896048873877975,7348.19959878604,470.2848843132915,1.3118001424414745,11.186632835708291,3.8823243422068323,84.41970163270265,5.242033135220817,Packaging,93.41910874132873,77.2549940470574,54.91404310053603
FarmC_B_00007,wheat,FarmC_Field1,64.670041442887,28.51821282073859,177.8395011366871,253.09032729358748,5.9951366569888584,48.65055915104064,80.92112466671243,2025-05-24,6.49367601586023,75.37246412445792,20.35030291725144,C,25.08866369426666,19.70134358804594,Drying,Glass,360.750546926069,5.318627820980875,75.672395111764,Air,927.1518833520475,48.218975084576336,29.247728717552892,0,12.185338417822095,8785.542543141835,286.4800833302246,0.8900105472741526,19.542800063034157,2.1984510324022013,88.18347515932604,6.175678302573958,Mixed,97.34392071069453,25.226212171910014,78.48888211450162
FarmC_B_00008,tomato,FarmC_Field2,30.730204307318072,15.446151514412163,33.648978868188784,294.3588920243002,4.674240393826308,85.53238284602756,74.0200665789446,2025-03-18,2.3274217481992188,73.45172950100469,12.32702075632992,B,13.227700696975079,15.136507603919334,Freezing,Plastic,391.73657848528654,8.20496057488786,87.76413043131578,Truck,1002.2324679179119,21.890770374088333,37.337845003462206,1,13.560062723687867,1377.515811993983,55.64186863519001,1.3877933513769918,15.835303682252658,1.805533924502013,92.19417298608127,5.099946733175953,Mixed,89.29050898506412,36.49634460162072,28.88374088305031
FarmC_B_00009,lettuce,FarmC_Field3,37.31614882962265,22.19524334607263,162.39621252290146,90.29707864153403,5.75457999861344,44.34099843058857,83.48101187617827,2025-04-28,5.278386603697375,88.70003285642294,16.279109526189323,A,15.379121907425423,8.840570928036513,Fresh,Aluminum,209.72662979469507,9.127198402177658,77.88824745398423,Train,1127.8166999096716,23.21346528190832,18.116062513761893,0,6.662001446141347,8794.474186242098,129.06511067103705,1.4157429379618471,17.56907207383042,4.945754691806037,90.21075365136127,5.384920364188633,Mixed,83.01811712942647,23.705069519114353,73.13790521120903
FarmC_B_00010,corn,FarmC_Field1,34.50719512340952,21.967065668442153,59.777258479035346,237.92928259210632,4.97579921247795,79.0779793144649,89.1371537242976,2025-06-21,7.01852299086471,93.30027240430287,12.455528864604604,A,8.465029892439045,4.355981424473089,Canning,Cardboard,298.68292231422754,7.777733688786464,89.81317147554961,Air,1781.636942087484,47.511120013915814,9.936291686438297,0,11.303475407883234,1722.8950110078977,25.90846091655568,0.5070317992747534,8.854761296098516,1.682494536087309,70.48635226852662,5.931530278508556,Packaging,83.82322020695392,71.38807702501464,30.329228235663454
FarmC_B_00011,wheat,FarmC_Field2,64.13190636847276,20.2157207568112,65.01375683192585,70.57956173435296,5.580359814324753,72.98560209909243,79.59877121968474,2025-11-22,6.28918977096877,72.65363205101983,18.72987289384676,B,18.20821131444491,9.346065399258354,Drying,Aluminum,331.3785350112551,7.4933819172004235,70.90962272742172,Train,1307.3781639376703,37.79930878607451,7.332397877563436,0,3.5190676534958625,1811.476896034705,190.69728514163862,0.8520843162184781,14.220918650529114,2.4486810301949635,94.03111676448276,6.8269011971550375,Mixed,95.68420277589892,36.49271227164473,27.69112312741897
FarmC_B_00012,rice,FarmC_Field3,31.938165952089005,18.74158708819921,61.5916032250708,201.19961880149768,5.186228162917968,94.93330742258097,74.1978905301073,2025-10-20,5.55340641199373,74.27055449411053,10.84317056459205,C,22.618704831252966,16.30034412617554,Drying,Glass,307.0527486013132,7.226838244498229,74.2502200493594,Air,1775.8568293792957,20.136388238298334,16.602853830430007,1,14.470765159932371,5552.655350886319,40.937177320805056,0.5113730272603287,14.465863257311133,3.4549991509549525,88.49342052045094,6.283176743095132,Mixed,97.33300876073578,44.89278438072525,18.219255343216968
FarmC_B_00013,lettuce,FarmC_Field1,49.97715580641085,28.617302664689944,94.74669495460869,161.60797833068648,4.229694182369034,96.90237847379095,76.52048261279091,2025-07-10,3.6383363500440558,71.81649540234207,11.507288042654642,B,14.440736963945607,13.61591316482195,Fresh,Glass,55.797558321618546,6.076823419303677,89.21474759715366,Truck,700.7913933362788,24.834818965253504,15.262753986799018,0,14.413983394379986,5824.344931509628,360.62088274384695,0.5101465230947928,10.61582352934727,0.8658406100030197,86.76558592355579,5.244769362137264,Mixed,88.05191251896782,75.17839516892145,6.036103773667034
FarmC_B_00014,lettuce,FarmC_Field2,50.12359475967459,32.57310773936351,83.56168610200825,281.46323492096695,3.2019447861619135,45.819431101997885,85.03948981667695,2025-02-12,5.363827435048736,72.90673560854228,17.275033987785463,C,11.068029780301837,10.071534252166456,Fresh,Cardboard,100.24197148262994,7.739620443864786,70.04793258620163,Air,1460.1135739411575,41.84809598625846,65.12805769947313,1,10.451846260072418,4619.212970493958,47.07405314010375,0.8502511861358357,9.85669213167362,2.3853110400014375,89.71224925934692,6.0892431474422715,Mixed,89.92382718398343,48.480056018821735,88.76359304649169
